office,Name of UNICEF Implementing Partner,Province2,District,Palika,Rural/ Urban,Ward #,Community Name,UNICEF funding source,System new or rehabilated,Status,JMP service ladder - start,JMP service ladder - finish,# of HH's benefitted,# of schools benefitted,# of HCF's benefitted,Beneficiary population Male # (current),Beneficiary population female # (current),Beneficiary population person with disability # (current),Total Beneficiary population # (current),Team Formation,System analysis,Hazard mapping and risk analysis,Does the hazard mapping include climate change component,Preventive measures,Repair/rehabilitation/upgrade,Monitoring,Certification,Progress,WSP supporting activities,Consumer satisfaction,Documentation/reverification of plan,Remarks,Is the WSC solar powered?,Water Quality test carried out within last one year shows safe water?,Palikawide Water Quality monitoring mechanism established?,Water Available at HH premises?,Within 30 mins?,Is WSP implemented?,Provision of O & M fund available?,O & M SOP in place?,Has there been a flood or landslide during the past year?,"If there was a flood, was the scheme functionin?",Bank account of WUSC in place?,Caretaker in place?,Hygiene,Is the community declared water safe?,# of additional toilets built,People living in safely managed water safe community,Water Supply beneficiaries reporting year,WSC reporting year,Is the scheme functioning?,Estimated total cost (NPR)- Govt,Estimated total cost (NPR)- UNICEF,Estimated total cost (NPR)- community,Estimated total cost (NPR),Avegare per capita estimate,Actual total cost (NPR)- Govt2,Actual total cost (NPR)- UNICEF,Actual total cost (NPR)- community,Actual total cost (NPR),Avegare per capita actual,Column,helper function,checker
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,3,Siyala,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,91,1,NA,226,214,4,440,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,43,No,2025,NA,yes,500000,3774184,2432108,6706292,15,500000,3774184,2432108,6706292,15, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban3SiyalaMPTFReconstructionCompletedUNIMPROVEDBasic+911NA2262144440YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO43No2025NAyes50000037741842432108670629215.24250000037741842432108670629215.242
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,1,Tallo Rimna,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,66,1,NA,161,152,3,313,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,Yes,15,Yes,2025,NA,yes,0,3740468,953879,4694347,15,0,3740468,953879,4694347,15, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban1Tallo RimnaMPTFReconstructionCompletedUNIMPROVEDBasic+661NA1611523313YesYesYesYesYesYesYesYesCompletedyesYesYes yesYesYesYesYesYesYesYesYesYes - O & M fund was not enough to fix WSCYesYesBasicYes15Yes2025NAyes03740468953879469434714.99803740468953879469434714.998
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,3,Budbudi,MPTF,Repair,Completed,Basic,Basic+,110,1,NA,272,257,5,529,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes, , ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes - O & M fund was enough to fix WSC,Yes,Yes,Basic,NO,41,No,2025,NA,yes,0,440529,116973,557502,1,0,440529,116973,557502,1, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban3BudbudiMPTFRepairCompletedBasicBasic+1101NA2722575529YesYesYesYesYesYesYesYesCompletedyesYes  noYesYesYesYesYesYesYesYesYes - O & M fund was enough to fix WSCYesYesBasicNO41No2025NAyes04405291169735575021.05404405291169735575021.054
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,2,Dinga,MPTF,Repair,Completed,UNIMPROVED,Basic+,32,0,NA,87,82,2,169,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,16,No,2025,NA,yes,0,1212539,407946,1620485,10,0,1212539,407946,1620485,10, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban2DingaMPTFRepairCompletedUNIMPROVEDBasic+320NA87822169YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesNoYesYesYesYesNoFlood did not impact WSCYesYesBasicNO16No2025NAyes0121253940794616204859.5890121253940794616204859.589
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,1,Rawat Gaun (1),MPTF,Repair,Completed,UNIMPROVED,Basic+,76,0,NA,108,103,2,211,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes, , ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes - O & M fund was not enough to fix WSC,Yes,Yes,Basic,NO,28,No,2025,NA,yes,0,1061946,311666,1373612,7,0,1061946,311666,1373612,7, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban1Rawat Gaun (1)MPTFRepairCompletedUNIMPROVEDBasic+760NA1081032211YesYesYesYesYesYesYesYesCompletedyesYes  noYesYesYesYesYesYesYesyesYes - O & M fund was not enough to fix WSCYesYesBasicNO28No2025NAyes0106194631166613736126.510106194631166613736126.51
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,1,Pipe,MPTF,Repair,Completed,UNIMPROVED,Basic+,39,0,NA,91,85,2,176,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,18,Yes,2025,NA,yes,0,741315,232000,973315,6,0,741315,232000,973315,6, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban1PipeMPTFRepairCompletedUNIMPROVEDBasic+390NA91852176YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes18Yes2025NAyes07413152320009733155.5307413152320009733155.53
Surkhet,KIRDARC,Karnali,Jajarkot,Bheri,Urban,1,Rawat Gaun (2),MPTF,Repair,Completed,UNIMPROVED,Basic+,110,1,NA,278,260,5,538,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes, , ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,28,No,2025,NA,yes,0,1101070,28240,1129310,3,0,1101070,28240,1129310,3, ,,SurkhetKIRDARCKarnaliJajarkotBheriUrban1Rawat Gaun (2)MPTFRepairCompletedUNIMPROVEDBasic+1101NA2782605538YesYesYesYesYesYesYesYesCompletedyesYes  noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO28No2025NAyes011010702824011293102.572011010702824011293102.572
Surkhet,KIRDARC,Karnali,Jajarkot,Barekot,Rural,7,Suwakot,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,99,1,NA,255,246,5,501,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,58,No,2025,NA,yes,300000,3823442,986053,5109495,12,300000,3823442,986053,5109495,12, ,,SurkhetKIRDARCKarnaliJajarkotBarekotRural7SuwakotMPTFReconstructionCompletedUNIMPROVEDBasic+991NA2552465501YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO58No2025NAyes3000003823442986053510949512.1953000003823442986053510949512.195
Surkhet,KIRDARC,Karnali,Jajarkot,Barekot,Rural,1,Koteli,MPTF,Repair,Completed,UNIMPROVED,Basic+,48,0,NA,131,126,3,257,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,22,No,2025,NA,yes,0,1232462,366481,1598943,6,0,1232462,366481,1598943,6, ,,SurkhetKIRDARCKarnaliJajarkotBarekotRural1KoteliMPTFRepairCompletedUNIMPROVEDBasic+480NA1311263257YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO22No2025NAyes0123246236648115989436.2220123246236648115989436.222
Surkhet,KIRDARC,Karnali,Jajarkot,Barekot,Rural,1,Dalit Agar,MPTF,Repair,Completed,UNIMPROVED,Basic+,56,0,NA,141,134,3,275,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,26,No,2025,NA,yes,0,813075,297049,1110124,4,0,813075,297049,1110124,4, ,,SurkhetKIRDARCKarnaliJajarkotBarekotRural1Dalit AgarMPTFRepairCompletedUNIMPROVEDBasic+560NA1411343275YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO26No2025NAyes081307529704911101244.037081307529704911101244.037
Surkhet,KIRDARC,Karnali,Jajarkot,Barekot,Rural,7,Dimneri and Siyala,MPTF,Repair,Completed,UNIMPROVED,Basic+,67,0,NA,161,154,3,315,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,50,No,2025,NA,yes,0,1233044,739517,1972561,6,0,1233044,739517,1972561,6, ,,SurkhetKIRDARCKarnaliJajarkotBarekotRural7Dimneri and SiyalaMPTFRepairCompletedUNIMPROVEDBasic+670NA1611543315YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO50No2025NAyes0123304473951719725616.2620123304473951719725616.262
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Junichande,Rural,1,Taiya,MPTF,Repair,Completed,UNIMPROVED,Basic+,48,1,NA,129,136,3,265,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,24,No,2025,NA,yes,0,600000,95834,695834,362,0,600000,95834,695834,362, ,,SurkhetChay ya NEPALKarnaliJajarkotJunichandeRural1TaiyaMPTFRepairCompletedUNIMPROVEDBasic+481NA1291363265YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO24No2025NAyes060000095834695834362060000095834695834362
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Junichande,Rural,1,Badkule,MPTF,Repair,Completed,UNIMPROVED,Basic+,76,0,NA,264,279,5,543,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,26,No,2025,NA,yes,0,478036,239018,717054,1,0,478036,239018,717054,1, ,,SurkhetChay ya NEPALKarnaliJajarkotJunichandeRural1BadkuleMPTFRepairCompletedUNIMPROVEDBasic+760NA2642795543YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO26No2025NAyes04780362390187170541.32104780362390187170541.321
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Junichande,Rural,2,"Aali, Maugantol",MPTF,Repair,Completed,UNIMPROVED,Basic+,90,1,NA,241,257,5,498,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,39,No,2025,NA,yes,792585,2149400,769448,3711433,7,792585,2149400,769448,3711433,7, ,,"SurkhetChay ya NEPALKarnaliJajarkotJunichandeRural2Aali, MaugantolMPTFRepairCompletedUNIMPROVEDBasic+901NA2412575498YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO39No2025NAyes792585214940076944837114337.453792585214940076944837114337.453"
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Kushe,Rural,5,Khurpa,MPTF,Repair,Completed,UNIMPROVED,Basic+,50,1,NA,129,136,3,265,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,18,No,2025,NA,yes,310763,610017,230195,1150975,4,310763,610017,230195,1150975,4, ,,SurkhetChay ya NEPALKarnaliJajarkotKusheRural5KhurpaMPTFRepairCompletedUNIMPROVEDBasic+501NA1291363265YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO18No2025NAyes31076361001723019511509754.34331076361001723019511509754.343
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Kushe,Rural,7,Nare,MPTF,Repair,Completed,Basic,Basic+,78,1,NA,202,211,4,413,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,28,No,2025,NA,yes,307032,920974,307001,1535007,4,307032,920974,307001,1535007,4, ,,SurkhetChay ya NEPALKarnaliJajarkotKusheRural7NareMPTFRepairCompletedBasicBasic+781NA2022114413YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO28No2025NAyes30703292097430700115350073.71730703292097430700115350073.717
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Kushe,Rural,8,Pahada Gaun,MPTF,Repair,Completed,UNIMPROVED,Basic+,50,1,NA,129,136,3,265,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,26,No,2025,NA,yes,464679,1050579,505086,2020344,8,464679,1050579,505086,2020344,8, ,,SurkhetChay ya NEPALKarnaliJajarkotKusheRural8Pahada GaunMPTFRepairCompletedUNIMPROVEDBasic+501NA1291363265YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO26No2025NAyes464679105057950508620203447.624464679105057950508620203447.624
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Junichande,Rural,3,Dandakot,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,102,1,1,276,288,6,564,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,54,No,2025,NA,yes,411683,2997930,790127,4199740,7,411683,2997930,790127,4199740,7, ,,SurkhetChay ya NEPALKarnaliJajarkotJunichandeRural3DandakotMPTFReconstructionCompletedUNIMPROVEDBasic+102112762886564YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO54No2025NAyes411683299793079012741997407.446411683299793079012741997407.446
Surkhet,Chay ya NEPAL,Karnali,Jajarkot,Kushe,Rural,9,"Paink,Paripaink & Dalit tole",MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,115,1,NA,299,311,6,610,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,NO,49,No,2025,NA,yes,1736762,3946322,1279583,6962667,11,1736762,3946322,1279583,6962667,11, ,,"SurkhetChay ya NEPALKarnaliJajarkotKusheRural9Paink,Paripaink & Dalit toleMPTFReconstructionCompletedUNIMPROVEDBasic+1151NA2993116610YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicNO49No2025NAyes173676239463221279583696266711.414173676239463221279583696266711.414"
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,1,Kalpat,MPTF,Reconstruction,Completed,UNIMPROVED,SAFELY MANAGED,138,1,NA,358,363,7,721,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,Yes,81,Yes,2025,2025,yes,500000,3829599,784774,5114373,7,500000,3829599,784774,5114373,7, ,17985.62388,SurkhetSoSECKarnaliJajarkotNalgadUrban1KalpatMPTFReconstructionCompletedUNIMPROVEDSAFELY MANAGED1381NA3583637721YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicYes81Yes20252025yes500000382959978477451143737.093500000382959978477451143737.093
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,1,Thulabagar,MPTF,Repair,Completed,UNIMPROVED,SAFELY MANAGED,39,1,NA,112,118,7,230,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,Yes,0,Yes,2025,2025,yes,0,50000,0,50000,7,0,50000,0,50000,, ,17985.62388,SurkhetSoSECKarnaliJajarkotNalgadUrban1ThulabagarMPTFRepairCompletedUNIMPROVEDSAFELY MANAGED391NA1121187230YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicYes0Yes20252025yes0500000500007.093050000050000
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,12,Tallubagar,MPTF,Reconstruction,Completed,Basic,Basic+,218,1,1,497,503,10,1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yse,Flood did not impact WSC,Yes,Yes,Basic,Yes,80,Yes,2025,NA,yes,500000,3775625,1004653,5280278,5,500000,3775625,1004653,5280278,5, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban12TallubagarMPTFReconstructionCompletedBasicBasic+21811497503101000YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYseFlood did not impact WSCYesYesBasicYes80Yes2025NAyes5000003775625100465352802785.285000003775625100465352802785.28
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,6,Rata garali,MPTF,Reconstruction,Completed,Basic,Basic+,69,1,NA,180,181,4,361,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,NO,60,No,2025,NA,yes,0,478598,125572,604170,17,0,478598,125572,604170,17, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban6Rata garaliMPTFReconstructionCompletedBasicBasic+691NA1801814361YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicNO60No2025NAyes047859812557260417016.736047859812557260417016.736
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,3,Tarepatal,MPTF,Reconstruction,Completed,UNIMPROVED,Basic+,47,1,NA,113,114,2,227,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,NO,45,No,2025,NA,yes,0,3571953,1064877,4636830,20,0,3571953,1064877,4636830,20, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban3TarepatalMPTFReconstructionCompletedUNIMPROVEDBasic+471NA1131142227YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicNO45No2025NAyes035719531064877463683020.427035719531064877463683020.427
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,8,Koienchi,MPTF,Repair,Completed,UNIMPROVED,Basic+,60,,NA,185,186,4,371,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Flood did not impact WSC,Yes,Yes,Basic,NO,27,No,2025,NA,yes,0,2659657,639450,3299107,9,0,2659657,639450,3299107,9, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban8KoienchiMPTFRepairCompletedUNIMPROVEDBasic+60NA1851864371YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesYesFlood did not impact WSCYesYesBasicNO27No2025NAyes0265965763945032991078.8920265965763945032991078.892
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,7,Bafel Gau,MPTF,Repair,Completed,UNIMPROVED,Basic+,26,,NA,69,71,1,140,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,25,No,2025,NA,yes,0,1405675,361551,1767226,13,0,1405675,361551,1767226,13, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban7Bafel GauMPTFRepairCompletedUNIMPROVEDBasic+26NA69711140YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO25No2025NAyes01405675361551176722612.62301405675361551176722612.623
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,7,Saldhara,MPTF,Repair,Completed,UNIMPROVED,Basic+,15,,NA,29,29,1,58,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,no,Flood did not impact WSC,Yes,Yes,Basic,NO,10,No,2025,NA,yes,0,520597,93429,614026,11,0,520597,93429,614026,11, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban7SaldharaMPTFRepairCompletedUNIMPROVEDBasic+15NA2929158YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesnoFlood did not impact WSCYesYesBasicNO10No2025NAyes05205979342961402610.58705205979342961402610.587
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,2,Danda Gau,MPTF,Repair,Completed,Basic,Basic+,462,1,1,1.076,1.09,22,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,150,No,2025,NA,yes,0,1975274,300000,2275274,1,0,1975274,300000,2275274,1, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban2Danda GauMPTFRepairCompletedBasicBasic+462111.0761.09222.166YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO150No2025NAyes0197527430000022752741.050197527430000022752741.05
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,12,Sima Tallubagar,MPTF,Repair,Completed,UNIMPROVED,Basic+,85,,NA,205,209,4,414,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,32,Yes,2025,NA,yes,0,1675413,381314,2056727,5,0,1675413,381314,2056727,5, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban12Sima TallubagarMPTFRepairCompletedUNIMPROVEDBasic+85NA2052094414YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes32Yes2025NAyes0167541338131420567274.9680167541338131420567274.968
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,11,Chaukha,MPTF,Repair,Completed,UNIMPROVED,Basic+,60,1,NA,184,188,4,372,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,40,No,2025,NA,yes,0,1481390,332387,1813777,5,0,1481390,332387,1813777,5, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban11ChaukhaMPTFRepairCompletedUNIMPROVEDBasic+601NA1841884372YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO40No2025NAyes0148139033238718137774.8760148139033238718137774.876
Surkhet,SoSEC,Karnali,Jajarkot,Nalgad,Urban,7,Thulobagar ,MPTF,Repair,Completed,UNIMPROVED,Basic+,42,1,NA,103,105,2,208,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,28,No,2025,NA,yes,0,1738469,46625,1785094,11,0,1738469,46625,1785094,11, ,,SurkhetSoSECKarnaliJajarkotNalgadUrban7Thulobagar MPTFRepairCompletedUNIMPROVEDBasic+421NA1031052208YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes28No2025NAyes0173846946625178509410.60173846946625178509410.6
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,1,Bukichaur,MPTF,Repairing,Completed,UNIMPROVED,Basic+,55,1,NA,129,135,3,264,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,NO,2,No,2025,NA,yes,200000,1400000,661157,2261157,8,200000,1400000,661157,2261157,13, ,,SurkhetRSDCKarnaliRukum-WestSanibhariRural1BukichaurMPTFRepairingCompletedUNIMPROVEDBasic+551NA1291353264YesYesYesYesYesYesYesYesCompletedyesYesYes YesYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicNO2No2025NAyes200000140000066115722611577.8632000001400000661157226115713.432
Surkhet,RSDC,Karnali,Rukum-West,Sanibhari,Rural,1,Chinabagar,MPTF,Reconstruction,Completed,UNIMPROVED,SAFELY MANAGED,82,1,1,186,198,4,384,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Completed,yes,Yes,Yes, ,no,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Flood did not impact WSC,Yes,Yes,Basic,Yes,36,Yes,,2025,yes,103284,2781630,661157,3546071,8,103284,2781630,661157,3546071,9, ,17985.62388,SurkhetRSDCKarnaliRukum-WestSanibhariRural1ChinabagarMPTFReconstructionCompletedUNIMPROVEDSAFELY MANAGED82111861984384YesYesYesYesYesYesYesYesCompletedyesYesYes noYesYesYesYesYesYesYesNoFlood did not impact WSCYesYesBasicYes36Yes2025yes103284278163066115735460717.863103284278163066115735460719.235
